cluster,city,region,planned_path,status,overwrite_risk,note
seo-bureau,Eindhoven,Noord-Brabant,/seo-bureau-eindhoven/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Tilburg,Noord-Brabant,/website-laten-maken-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Tilburg,Noord-Brabant,/webshop-laten-maken-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Tilburg,Noord-Brabant,/online-marketing/online-marketing-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Tilburg,Noord-Brabant,/social-media-beheer-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Tilburg,Noord-Brabant,/hosting-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Tilburg,Noord-Brabant,/branding-design-tilburg/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Tilburg,Noord-Brabant,/webdesign/webdesign-tilburg/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Tilburg,Noord-Brabant,/seo-bureau-tilburg/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Den Bosch,Noord-Brabant,/website-laten-maken-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Den Bosch,Noord-Brabant,/webshop-laten-maken-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Den Bosch,Noord-Brabant,/online-marketing/online-marketing-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Den Bosch,Noord-Brabant,/social-media-beheer-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Den Bosch,Noord-Brabant,/hosting-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Den Bosch,Noord-Brabant,/branding-design-den-bosch/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Den Bosch,Noord-Brabant,/webdesign/webdesign-den-bosch/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Den Bosch,Noord-Brabant,/seo-bureau-den-bosch/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Roosendaal,Noord-Brabant,/website-laten-maken-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Roosendaal,Noord-Brabant,/webshop-laten-maken-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Roosendaal,Noord-Brabant,/online-marketing/online-marketing-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Roosendaal,Noord-Brabant,/social-media-beheer-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Roosendaal,Noord-Brabant,/hosting-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Roosendaal,Noord-Brabant,/branding-design-roosendaal/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Roosendaal,Noord-Brabant,/webdesign/webdesign-roosendaal/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Roosendaal,Noord-Brabant,/seo-bureau-roosendaal/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Bergen op Zoom,Noord-Brabant,/website-laten-maken-bergen-op-zoom/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Bergen op Zoom,Noord-Brabant,/webshop-laten-maken-bergen-op-zoom/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Bergen op Zoom,Noord-Brabant,/online-marketing/online-marketing-bergen-op-zoom/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Bergen op Zoom,Noord-Brabant,/social-media-beheer-bergen-op-zoom/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Bergen op Zoom,Noord-Brabant,/hosting-bergen-op-zoom/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Bergen op Zoom,Noord-Brabant,/branding-design-bergen-op-zoom/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Bergen op Zoom,Noord-Brabant,/webdesign/webdesign-bergen-op-zoom/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Bergen op Zoom,Noord-Brabant,/seo-bureau-bergen-op-zoom/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Helmond,Noord-Brabant,/website-laten-maken-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Helmond,Noord-Brabant,/webshop-laten-maken-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Helmond,Noord-Brabant,/online-marketing/online-marketing-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Helmond,Noord-Brabant,/social-media-beheer-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Helmond,Noord-Brabant,/hosting-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Helmond,Noord-Brabant,/branding-design-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Helmond,Noord-Brabant,/webdesign/webdesign-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Helmond,Noord-Brabant,/seo-bureau-helmond/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Oosterhout,Noord-Brabant,/website-laten-maken-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Oosterhout,Noord-Brabant,/webshop-laten-maken-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Oosterhout,Noord-Brabant,/online-marketing/online-marketing-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Oosterhout,Noord-Brabant,/social-media-beheer-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Oosterhout,Noord-Brabant,/hosting-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Oosterhout,Noord-Brabant,/branding-design-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Oosterhout,Noord-Brabant,/webdesign/webdesign-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Oosterhout,Noord-Brabant,/seo-bureau-oosterhout/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Etten-Leur,Noord-Brabant,/website-laten-maken-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Etten-Leur,Noord-Brabant,/webshop-laten-maken-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Etten-Leur,Noord-Brabant,/online-marketing/online-marketing-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Etten-Leur,Noord-Brabant,/social-media-beheer-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Etten-Leur,Noord-Brabant,/hosting-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Etten-Leur,Noord-Brabant,/branding-design-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Etten-Leur,Noord-Brabant,/webdesign/webdesign-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Etten-Leur,Noord-Brabant,/seo-bureau-etten-leur/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Waalwijk,Noord-Brabant,/website-laten-maken-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Waalwijk,Noord-Brabant,/webshop-laten-maken-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Waalwijk,Noord-Brabant,/online-marketing/online-marketing-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Waalwijk,Noord-Brabant,/social-media-beheer-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Waalwijk,Noord-Brabant,/hosting-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Waalwijk,Noord-Brabant,/branding-design-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Waalwijk,Noord-Brabant,/webdesign/webdesign-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Waalwijk,Noord-Brabant,/seo-bureau-waalwijk/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Amsterdam,Noord-Holland,/website-laten-maken-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Amsterdam,Noord-Holland,/webshop-laten-maken-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Amsterdam,Noord-Holland,/online-marketing/online-marketing-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Amsterdam,Noord-Holland,/social-media-beheer-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Amsterdam,Noord-Holland,/hosting-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Amsterdam,Noord-Holland,/branding-design-amsterdam/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Amsterdam,Noord-Holland,/webdesign/webdesign-amsterdam/,existing-recovery,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Amsterdam,Noord-Holland,/seo-bureau-amsterdam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Haarlem,Noord-Holland,/website-laten-maken-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Haarlem,Noord-Holland,/webshop-laten-maken-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Haarlem,Noord-Holland,/online-marketing/online-marketing-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Haarlem,Noord-Holland,/social-media-beheer-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Haarlem,Noord-Holland,/hosting-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Haarlem,Noord-Holland,/branding-design-haarlem/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Haarlem,Noord-Holland,/webdesign/webdesign-haarlem/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Haarlem,Noord-Holland,/seo-bureau-haarlem/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Alkmaar,Noord-Holland,/website-laten-maken-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Alkmaar,Noord-Holland,/webshop-laten-maken-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Alkmaar,Noord-Holland,/online-marketing/online-marketing-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Alkmaar,Noord-Holland,/social-media-beheer-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Alkmaar,Noord-Holland,/hosting-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Alkmaar,Noord-Holland,/branding-design-alkmaar/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Alkmaar,Noord-Holland,/webdesign/webdesign-alkmaar/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Alkmaar,Noord-Holland,/seo-bureau-alkmaar/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Hilversum,Noord-Holland,/website-laten-maken-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Hilversum,Noord-Holland,/webshop-laten-maken-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Hilversum,Noord-Holland,/online-marketing/online-marketing-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Hilversum,Noord-Holland,/social-media-beheer-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Hilversum,Noord-Holland,/hosting-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Hilversum,Noord-Holland,/branding-design-hilversum/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Hilversum,Noord-Holland,/webdesign/webdesign-hilversum/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Hilversum,Noord-Holland,/seo-bureau-hilversum/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Hoofddorp,Noord-Holland,/website-laten-maken-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Hoofddorp,Noord-Holland,/webshop-laten-maken-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Hoofddorp,Noord-Holland,/online-marketing/online-marketing-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Hoofddorp,Noord-Holland,/social-media-beheer-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Hoofddorp,Noord-Holland,/hosting-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Hoofddorp,Noord-Holland,/branding-design-hoofddorp/,generated-first-batch,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Hoofddorp,Noord-Holland,/webdesign/webdesign-hoofddorp/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Hoofddorp,Noord-Holland,/seo-bureau-hoofddorp/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Zaandam,Noord-Holland,/website-laten-maken-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Zaandam,Noord-Holland,/webshop-laten-maken-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Zaandam,Noord-Holland,/online-marketing/online-marketing-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Zaandam,Noord-Holland,/social-media-beheer-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Zaandam,Noord-Holland,/hosting-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Zaandam,Noord-Holland,/branding-design-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Zaandam,Noord-Holland,/webdesign/webdesign-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Zaandam,Noord-Holland,/seo-bureau-zaandam/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Amstelveen,Noord-Holland,/website-laten-maken-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Amstelveen,Noord-Holland,/webshop-laten-maken-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Amstelveen,Noord-Holland,/online-marketing/online-marketing-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Amstelveen,Noord-Holland,/social-media-beheer-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Amstelveen,Noord-Holland,/hosting-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Amstelveen,Noord-Holland,/branding-design-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Amstelveen,Noord-Holland,/webdesign/webdesign-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Amstelveen,Noord-Holland,/seo-bureau-amstelveen/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Purmerend,Noord-Holland,/website-laten-maken-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Purmerend,Noord-Holland,/webshop-laten-maken-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Purmerend,Noord-Holland,/online-marketing/online-marketing-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Purmerend,Noord-Holland,/social-media-beheer-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Purmerend,Noord-Holland,/hosting-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Purmerend,Noord-Holland,/branding-design-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Purmerend,Noord-Holland,/webdesign/webdesign-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Purmerend,Noord-Holland,/seo-bureau-purmerend/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Hoorn,Noord-Holland,/website-laten-maken-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Hoorn,Noord-Holland,/webshop-laten-maken-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Hoorn,Noord-Holland,/online-marketing/online-marketing-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Hoorn,Noord-Holland,/social-media-beheer-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Hoorn,Noord-Holland,/hosting-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Hoorn,Noord-Holland,/branding-design-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Hoorn,Noord-Holland,/webdesign/webdesign-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Hoorn,Noord-Holland,/seo-bureau-hoorn/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
website-laten-maken,Den Helder,Noord-Holland,/website-laten-maken-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webshop-laten-maken,Den Helder,Noord-Holland,/webshop-laten-maken-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
online-marketing,Den Helder,Noord-Holland,/online-marketing/online-marketing-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
social-media-beheer,Den Helder,Noord-Holland,/social-media-beheer-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
hosting,Den Helder,Noord-Holland,/hosting-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
branding-design,Den Helder,Noord-Holland,/branding-design-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
webdesign,Den Helder,Noord-Holland,/webdesign/webdesign-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
seo-bureau,Den Helder,Noord-Holland,/seo-bureau-den-helder/,planned-controlled,none,Regional cluster plan; only first-batch rows are generated in this phase.
