url,path,city,region,service,keyword,reason,generated_status,excluded_if
https://seo.bdmnl.nl/social-media-beheer-zierikzee/,/social-media-beheer-zierikzee/,Zierikzee,Zeeland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-zierikzee/,/hosting-zierikzee/,Zierikzee,Zeeland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-zierikzee/,/branding-design-zierikzee/,Zierikzee,Zeeland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-breda/,/webshop-laten-maken-breda/,Breda,Noord-Brabant,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-breda/,/hosting-breda/,Breda,Noord-Brabant,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-breda/,/branding-design-breda/,Breda,Noord-Brabant,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-eindhoven/,/webshop-laten-maken-eindhoven/,Eindhoven,Noord-Brabant,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-eindhoven/,/hosting-eindhoven/,Eindhoven,Noord-Brabant,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-eindhoven/,/branding-design-eindhoven/,Eindhoven,Noord-Brabant,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-tilburg/,/webshop-laten-maken-tilburg/,Tilburg,Noord-Brabant,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-tilburg/,/hosting-tilburg/,Tilburg,Noord-Brabant,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-tilburg/,/branding-design-tilburg/,Tilburg,Noord-Brabant,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-den-bosch/,/website-laten-maken-den-bosch/,Den Bosch,Noord-Brabant,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-den-bosch/,/webshop-laten-maken-den-bosch/,Den Bosch,Noord-Brabant,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-den-bosch/,/online-marketing/online-marketing-den-bosch/,Den Bosch,Noord-Brabant,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-den-bosch/,/social-media-beheer-den-bosch/,Den Bosch,Noord-Brabant,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-den-bosch/,/hosting-den-bosch/,Den Bosch,Noord-Brabant,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-den-bosch/,/branding-design-den-bosch/,Den Bosch,Noord-Brabant,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-roosendaal/,/webshop-laten-maken-roosendaal/,Roosendaal,Noord-Brabant,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-roosendaal/,/hosting-roosendaal/,Roosendaal,Noord-Brabant,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-roosendaal/,/branding-design-roosendaal/,Roosendaal,Noord-Brabant,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-amsterdam/,/website-laten-maken-amsterdam/,Amsterdam,Noord-Holland,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-amsterdam/,/webshop-laten-maken-amsterdam/,Amsterdam,Noord-Holland,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-amsterdam/,/online-marketing/online-marketing-amsterdam/,Amsterdam,Noord-Holland,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-amsterdam/,/social-media-beheer-amsterdam/,Amsterdam,Noord-Holland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-amsterdam/,/hosting-amsterdam/,Amsterdam,Noord-Holland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-amsterdam/,/branding-design-amsterdam/,Amsterdam,Noord-Holland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-haarlem/,/website-laten-maken-haarlem/,Haarlem,Noord-Holland,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-haarlem/,/webshop-laten-maken-haarlem/,Haarlem,Noord-Holland,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-haarlem/,/online-marketing/online-marketing-haarlem/,Haarlem,Noord-Holland,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-haarlem/,/social-media-beheer-haarlem/,Haarlem,Noord-Holland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-haarlem/,/hosting-haarlem/,Haarlem,Noord-Holland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-haarlem/,/branding-design-haarlem/,Haarlem,Noord-Holland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-alkmaar/,/website-laten-maken-alkmaar/,Alkmaar,Noord-Holland,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-alkmaar/,/webshop-laten-maken-alkmaar/,Alkmaar,Noord-Holland,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-alkmaar/,/online-marketing/online-marketing-alkmaar/,Alkmaar,Noord-Holland,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-alkmaar/,/social-media-beheer-alkmaar/,Alkmaar,Noord-Holland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-alkmaar/,/hosting-alkmaar/,Alkmaar,Noord-Holland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-alkmaar/,/branding-design-alkmaar/,Alkmaar,Noord-Holland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-hilversum/,/website-laten-maken-hilversum/,Hilversum,Noord-Holland,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-hilversum/,/webshop-laten-maken-hilversum/,Hilversum,Noord-Holland,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-hilversum/,/online-marketing/online-marketing-hilversum/,Hilversum,Noord-Holland,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-hilversum/,/social-media-beheer-hilversum/,Hilversum,Noord-Holland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-hilversum/,/hosting-hilversum/,Hilversum,Noord-Holland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-hilversum/,/branding-design-hilversum/,Hilversum,Noord-Holland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/website-laten-maken-hoofddorp/,/website-laten-maken-hoofddorp/,Hoofddorp,Noord-Holland,Website laten maken,Website laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webshop-laten-maken-hoofddorp/,/webshop-laten-maken-hoofddorp/,Hoofddorp,Noord-Holland,Webshop laten maken,Webshop laten maken,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/online-marketing/online-marketing-hoofddorp/,/online-marketing/online-marketing-hoofddorp/,Hoofddorp,Noord-Holland,Online marketing,Online marketing,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/social-media-beheer-hoofddorp/,/social-media-beheer-hoofddorp/,Hoofddorp,Noord-Holland,Social media,Social media beheer,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/hosting-hoofddorp/,/hosting-hoofddorp/,Hoofddorp,Noord-Holland,Hosting,Hosting,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/branding-design-hoofddorp/,/branding-design-hoofddorp/,Hoofddorp,Noord-Holland,Branding en design,Branding en design,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webdesign/webdesign-leiden/,/webdesign/webdesign-leiden/,Leiden,Zuid-Holland,Webdesign,Webdesign,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/seo-bureau-leiden/,/seo-bureau-leiden/,Leiden,Zuid-Holland,SEO,SEO bureau,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/webdesign/webdesign-delft/,/webdesign/webdesign-delft/,Delft,Zuid-Holland,Webdesign,Webdesign,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
https://seo.bdmnl.nl/seo-bureau-delft/,/seo-bureau-delft/,Delft,Zuid-Holland,SEO,SEO bureau,Priority regional commercial page absent from current recovery coverage.,created,"temporary, preview, duplicate-only or no commercial SEO value"
